model,raw_model,input_mode,source_video,task_family,premise,condition,statement_type,statement,score,response,error,result_file,line_number
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,32
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",0,0,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,32
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,32
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature2_ControlPremise(Negative).m4v,ScalarImplicature2,ControlPremise,Negative,baseline,"This week, Polly will not shoot at any targets.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,32
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",90,90,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",75,75,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",60,60,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,33
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,33
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,33
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,33
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",25,25,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",25,25,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",0,0,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",70,70,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,34
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,34
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",0,0,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,34
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Positive).m4v,ScalarImplicature3,TargetPremise,Positive,baseline,"This week, Mabel will paint many swirls.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,34
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",20,20,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,35
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",0,0,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,35
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",0,0,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,35
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,target,"This week, Mabel will paint swirls, but not many.",0,0,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,35
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",95,95,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",85,85,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",90,90,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",95,95,,results\qwen__qwen2.5-vl-3b-instruct_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-3B-Instruct [pure-text],Qwen/Qwen2.5-VL-3B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",85,85,,results\qwen__qwen2.5-vl-3b-instruct_pure_text_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-3B-Instruct [pure-video],Qwen/Qwen2.5-VL-3B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",50,50,,results\qwen__qwen2.5-vl-3b-instruct_pure_video_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-7B-Instruct,Qwen/Qwen2.5-VL-7B-Instruct,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",95,95,,results\qwen__qwen2.5-vl-7b-instruct_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-7B-Instruct [pure-text],Qwen/Qwen2.5-VL-7B-Instruct,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",85,85,,results\qwen__qwen2.5-vl-7b-instruct_pure_text_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-7B-Instruct [pure-video],Qwen/Qwen2.5-VL-7B-Instruct,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",90,90,,results\qwen__qwen2.5-vl-7b-instruct_pure_video_sequence_ratings.jsonl,36
google/gemma-4-12B-it,google/gemma-4-12B-it,split,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",100,100,,results\google__gemma-4-12b-it_sequence_ratings.jsonl,36
google/gemma-4-12B-it [pure-text],google/gemma-4-12B-it,pure-text,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",100,100,,results\google__gemma-4-12b-it_pure_text_sequence_ratings.jsonl,36
google/gemma-4-12B-it [pure-video],google/gemma-4-12B-it,pure-video,materials\animations\ScalarImplicature3_ControlPremise(Positive).m4v,ScalarImplicature3,ControlPremise,Positive,baseline,"This week, Mabel will paint many swirls.",100,100,,results\google__gemma-4-12b-it_pure_video_sequence_ratings.jsonl,36
Qwen/Qwen2.5-VL-32B-Instruct,Qwen/Qwen2.5-VL-32B-Instruct,split,materials\animations\ScalarImplicature3_TargetPremise(Negative).m4v,ScalarImplicature3,TargetPremise,Negative,target,"This week, Mikey will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_sequence_ratings.jsonl,37
Qwen/Qwen2.5-VL-32B-Instruct [pure-text],Qwen/Qwen2.5-VL-32B-Instruct,pure-text,materials\animations\ScalarImplicature3_TargetPremise(Negative).m4v,ScalarImplicature3,TargetPremise,Negative,target,"This week, Mikey will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_text_sequence_ratings.jsonl,37
Qwen/Qwen2.5-VL-32B-Instruct [pure-video],Qwen/Qwen2.5-VL-32B-Instruct,pure-video,materials\animations\ScalarImplicature3_TargetPremise(Negative).m4v,ScalarImplicature3,TargetPremise,Negative,target,"This week, Mikey will paint swirls, but not many.",50,50,,results\qwen__qwen2.5-vl-32b-instruct_pure_video_sequence_ratings.jsonl,37
